id,Age,Annual_Income_USD,Daily_Commute_km,Number_of_Cars_Owned,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Environmental_Concern_Level,Gender,City_Type,Current_Car_Type,Home_Charging_Possible,Subsidy_Available,Range_Anxiety_Level,Will_Buy_EV
1454,36,93021,37.3,1,3,13,3,Male,Urban,SUV,Yes,No,Low,No
1455,65,118522,70.6,1,3,8,3,Female,Suburban,Sedan,Yes,Yes,Low,No
1456,42,75871,41.9,1,7,1,1,Male,Suburban,SUV,Yes,No,Low,No
1457,62,80622,61.9,1,12,19,2,Female,Urban,Truck,No,Yes,Low,No
1458,45,82872,45.4,2,7,17,4,Male,Urban,SUV,No,Yes,Low,Yes
1459,64,116666,22,1,4,3,1,Male,Suburban,SUV,Yes,Yes,Low,No
1460,66,30000,24.6,2,6,17,1,Male,Urban,SUV,No,No,Low,No
1461,29,100796,5,3,12,13,5,Female,Urban,Sedan,Yes,Yes,Low,Yes
1462,55,30000,5,1,1,0,2,Male,Rural,Sedan,No,Yes,Medium,No
1463,59,30000,49.3,1,4,9,5,Male,Suburban,SUV,No,No,Medium,No
1464,46,72716,35.3,2,12,9,5,Male,Urban,Sedan,Yes,Yes,Low,Yes
1465,26,77563,41.6,3,4,15,2,Male,Urban,Sedan,No,No,Low,No
1466,28,63869,46.8,2,7,8,1,Female,Urban,Sedan,No,No,Medium,No
1467,59,68392,24.9,3,3,2,1,Male,Suburban,Sedan,Yes,No,Low,No
1468,47,61760,41.4,2,7,6,4,Male,Urban,SUV,Yes,No,Low,No
1469,27,91766,19.4,2,2,3,2,Male,Rural,Sedan,Yes,No,Low,No
1470,37,124429,18.6,1,5,6,1,Female,Suburban,Sedan,Yes,Yes,Low,No
1471,69,114869,44,3,0,3,2,Female,Rural,Sedan,Yes,Yes,Low,No
1472,36,115317,49.5,2,3,11,2,Male,Urban,Sedan,Yes,Yes,Low,No
1473,40,76946,12.1,1,2,13,4,Female,Urban,Sedan,Yes,No,Low,No
1474,68,67819,5,2,2,4,4,Male,Suburban,Sedan,Yes,Yes,Low,No
1475,58,84555,5,1,3,5,1,Male,Suburban,Sedan,Yes,Yes,Low,No
1476,29,80777,5,1,10,6,2,Male,Urban,Sedan,No,Yes,Low,No
1477,56,86891,22.1,1,5,16,3,Male,Urban,SUV,Yes,No,Low,No
1478,47,121669,5,4,2,3,4,Male,Suburban,Sedan,Yes,Yes,Low,Yes
1479,66,51595,46.1,1,6,9,2,Female,Suburban,Sedan,Yes,No,Low,No
1480,45,87658,5,2,1,2,3,Female,Rural,Sedan,Yes,No,Low,No
1481,39,84229,32.7,2,2,8,1,Male,Suburban,SUV,Yes,Yes,Low,No
1482,38,60467,38.8,1,10,16,1,Male,Urban,Sedan,Yes,No,Low,No
1483,36,84605,32,3,4,9,3,Male,Suburban,Hatchback,Yes,Yes,Low,No
1484,44,30000,21,2,6,14,1,Female,Urban,Sedan,Yes,Yes,Low,No
1485,60,95898,31.7,2,4,9,3,Male,Suburban,Sedan,Yes,Yes,Low,No
1486,52,121286,47.1,1,4,1,2,Female,Suburban,SUV,Yes,No,Low,No
1487,55,47429,16.8,2,6,3,3,Female,Urban,Sedan,No,No,Low,No
1488,59,57981,17.6,2,0,9,4,Female,Suburban,Sedan,Yes,No,Low,No
1489,62,89986,70.6,1,1,6,1,Male,Suburban,SUV,Yes,Yes,Low,No
1490,66,74497,5,2,7,10,3,Male,Urban,Sedan,No,Yes,Low,No
1491,46,30000,28.3,2,13,8,5,Male,Urban,Sedan,No,Yes,Low,Yes
1492,58,60438,36.7,1,2,0,4,Male,Rural,Sedan,Yes,No,Low,No
1493,28,30000,35,2,8,10,4,Male,Urban,SUV,No,Yes,Low,No
1494,56,47631,5,2,3,6,2,Female,Suburban,SUV,Yes,Yes,Low,No
1495,68,88638,54.9,2,5,8,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
1496,50,88625,13.2,1,1,4,5,Female,Suburban,SUV,Yes,Yes,Low,Yes
1497,38,75963,5,2,0,3,5,Male,Rural,SUV,Yes,Yes,Low,Yes
1498,36,133967,43.2,3,2,0,5,Male,Rural,Sedan,Yes,Yes,Low,Yes
1499,68,44989,41.8,2,4,5,1,Male,Suburban,SUV,Yes,Yes,Low,No
1500,64,108147,34.4,2,3,1,3,Female,Suburban,Hatchback,Yes,No,Low,No
1501,42,165523,17.9,2,2,0,4,Female,Rural,Hatchback,Yes,No,Low,No
1502,42,71019,5,1,1,3,3,Male,Rural,SUV,Yes,Yes,Low,No
1503,40,107470,26.4,2,3,17,5,Male,Urban,SUV,Yes,Yes,Low,Yes
1504,57,84529,14.2,1,5,14,5,Male,Urban,SUV,No,No,Low,No
1505,34,152781,50.8,3,10,19,4,Male,Urban,Sedan,No,Yes,Low,No
1506,45,154110,43.1,2,7,16,1,Male,Urban,Sedan,Yes,Yes,Low,No
1507,64,106563,47.3,1,1,3,5,Male,Rural,Sedan,Yes,No,Low,No
1508,63,82301,50.9,1,3,17,1,Female,Urban,SUV,Yes,Yes,Low,No
1509,34,72223,26.4,1,1,2,2,Male,Rural,SUV,Yes,Yes,Low,No
1510,65,115356,37.9,2,1,1,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
1511,36,127476,34.1,2,4,3,4,Male,Urban,Sedan,No,Yes,Medium,Yes
1512,36,99424,5,3,12,16,2,Female,Urban,SUV,No,No,Low,No
1513,32,90740,5,1,10,7,5,Male,Urban,Hatchback,No,Yes,Low,Yes
1514,56,120534,5,2,5,4,5,Male,Suburban,Sedan,Yes,Yes,Low,Yes
1515,58,67414,41.9,1,0,3,3,Male,Suburban,Truck,Yes,Yes,Low,No
1516,52,96530,32.4,3,3,18,1,Male,Urban,Sedan,No,No,Medium,No
1517,48,68784,48.1,3,6,9,2,Female,Suburban,SUV,Yes,No,Low,No
1518,33,83691,46.2,1,11,13,4,Male,Urban,SUV,No,No,Low,No
1519,34,74472,40.8,1,5,7,2,Female,Suburban,SUV,Yes,No,Low,No
1520,47,83634,46,1,5,2,3,Male,Suburban,Sedan,Yes,Yes,Low,No
1521,63,94699,60.4,1,6,5,2,Female,Urban,SUV,Yes,No,Low,No
1522,54,110518,50.1,2,9,4,5,Male,Urban,Sedan,No,Yes,Medium,Yes
1523,66,64711,30.4,2,0,3,5,Female,Rural,Hatchback,Yes,Yes,Low,Yes
1524,43,90422,42.1,1,8,17,5,Male,Urban,SUV,No,Yes,Low,Yes
1525,64,66471,20.7,2,10,11,3,Male,Urban,Sedan,Yes,No,Low,No
1526,31,54326,5,1,7,6,2,Female,Suburban,SUV,Yes,Yes,Low,No
1527,53,92887,34,4,4,18,3,Male,Urban,Sedan,No,Yes,Low,No
1528,29,89051,61.8,3,3,4,2,Male,Suburban,Sedan,No,Yes,Medium,No
1529,67,65746,5,2,7,8,1,Male,Suburban,Sedan,Yes,Yes,Low,No
1530,38,56962,65.4,1,13,6,1,Female,Urban,SUV,Yes,No,Low,No
1531,49,87818,16.2,1,5,6,2,Female,Suburban,Sedan,Yes,Yes,Low,No
1532,55,78845,8.9,2,14,3,5,Female,Urban,SUV,No,Yes,Low,Yes
1533,42,96739,16.2,1,4,7,5,Male,Suburban,SUV,Yes,No,Low,No
1534,36,59534,50.3,2,2,1,3,Male,Rural,Truck,Yes,Yes,Low,Yes
1535,32,122564,39.3,1,6,1,2,Male,Suburban,Truck,Yes,Yes,Low,No
1536,44,86909,30.9,2,0,1,4,Male,Rural,SUV,Yes,No,Low,No
1537,54,116041,36.1,2,2,3,5,Male,Rural,SUV,Yes,Yes,Low,Yes
1538,43,132998,49.6,1,0,9,5,Female,Suburban,Sedan,Yes,Yes,Low,Yes
1539,44,53521,46.6,3,0,1,1,Male,Suburban,SUV,Yes,No,Low,No
1540,65,82670,5,1,7,5,4,Male,Urban,Hatchback,No,Yes,Medium,No
1541,33,64731,50.3,1,8,13,5,Male,Urban,SUV,No,No,Low,No
1542,34,66471,30.3,2,7,6,1,Female,Suburban,Sedan,No,No,Medium,No
1543,54,59336,33.9,2,5,17,3,Male,Urban,Sedan,No,No,Low,No
1544,28,89831,28.5,3,8,19,3,Male,Urban,Sedan,No,Yes,Low,No
1545,48,80595,43.5,1,3,1,3,Male,Suburban,Sedan,Yes,No,Low,No
1546,48,78817,28.7,2,10,12,3,Female,Urban,Sedan,No,No,Low,No
1547,29,76983,5,3,6,4,4,Female,Suburban,Sedan,Yes,Yes,Low,Yes
1548,44,95950,5,1,0,1,1,Female,Rural,SUV,Yes,Yes,Low,No
1549,46,73490,24.2,2,11,18,1,Female,Urban,Hatchback,No,Yes,Low,No
1550,43,102541,5,2,0,3,4,Male,Rural,Sedan,Yes,Yes,Low,No
1551,57,86147,30.7,3,6,6,3,Male,Suburban,Sedan,Yes,Yes,Low,Yes
1552,43,86924,5,2,2,11,4,Male,Urban,Sedan,Yes,No,Low,Yes
1553,25,123826,40.3,2,2,6,5,Female,Urban,SUV,No,Yes,Medium,Yes
1554,65,30000,52.4,2,10,13,4,Male,Urban,SUV,Yes,No,Low,No
1555,69,90815,48.1,1,13,11,3,Male,Urban,Sedan,Yes,Yes,Low,Yes
1556,44,56835,38.6,1,3,2,1,Male,Suburban,Sedan,Yes,Yes,Low,No
1557,68,108208,5,3,9,17,2,Female,Urban,Sedan,No,Yes,Low,No
1558,33,30000,30.1,1,11,16,2,Male,Urban,Sedan,No,Yes,Low,No
1559,31,138530,36.8,1,3,3,5,Female,Suburban,Sedan,Yes,Yes,Low,Yes
1560,55,90190,21.3,2,1,1,4,Male,Rural,Hatchback,Yes,Yes,Low,No
1561,26,119654,41.9,2,8,11,1,Male,Urban,SUV,No,No,Low,No
1562,25,58891,5,2,4,3,2,Male,Suburban,SUV,Yes,Yes,Low,No
1563,65,61360,44.1,1,0,3,2,Male,Suburban,Sedan,Yes,Yes,Low,No
1564,42,92819,52.3,3,5,2,3,Female,Suburban,SUV,Yes,Yes,Low,Yes
1565,37,30000,55.5,1,7,7,1,Female,Suburban,SUV,Yes,Yes,Low,No
1566,43,58813,64.6,2,4,9,5,Female,Urban,SUV,Yes,Yes,Low,No
1567,69,103088,24.6,1,4,7,4,Female,Urban,Sedan,No,Yes,Medium,No
1568,59,120902,50,3,0,6,4,Female,Suburban,SUV,Yes,Yes,Low,Yes
1569,67,74109,53.3,1,5,7,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
1570,51,55977,5,1,7,7,2,Male,Suburban,SUV,Yes,Yes,Low,No
1571,26,30000,34.9,1,5,14,5,Female,Urban,Hatchback,Yes,Yes,Low,Yes
1572,43,128555,21.9,2,2,1,5,Male,Rural,Hatchback,Yes,Yes,Low,Yes
1573,52,138555,29.5,1,7,7,5,Female,Suburban,SUV,Yes,Yes,Low,Yes
1574,54,30000,50.8,2,8,4,2,Male,Urban,SUV,No,Yes,Medium,No
1575,66,91882,50,2,13,6,4,Male,Urban,Hatchback,Yes,Yes,Low,Yes
1576,56,134796,5,2,1,6,1,Female,Suburban,Sedan,Yes,Yes,Low,No
1577,26,104075,5,4,7,9,4,Male,Urban,SUV,Yes,Yes,Low,No
1578,39,91289,5,2,2,2,1,Female,Suburban,Sedan,Yes,No,Low,No
1579,51,94598,41.9,1,2,3,3,Female,Rural,Sedan,Yes,No,Low,No
1580,54,56530,5,2,1,0,4,Male,Rural,Sedan,Yes,No,Low,No
1581,58,155701,33.1,1,0,9,4,Female,Suburban,SUV,Yes,Yes,Low,Yes
1582,36,30000,28.8,2,1,0,4,Female,Rural,Sedan,No,Yes,Medium,No
1583,36,82440,54.9,3,3,6,2,Female,Urban,Sedan,Yes,Yes,Low,No
1584,27,73469,44,3,7,1,1,Female,Suburban,SUV,Yes,Yes,Low,No
1585,54,91603,50.5,1,4,1,1,Female,Suburban,SUV,No,Yes,Medium,No
1586,46,117715,20.2,1,4,4,3,Female,Suburban,Sedan,Yes,No,Low,No
1587,64,65144,53.5,2,13,18,1,Female,Urban,Hatchback,No,No,Low,No
1588,47,88861,5,2,4,5,5,Male,Suburban,Sedan,Yes,Yes,Low,No
1589,62,72676,48.9,1,13,15,1,Male,Urban,SUV,No,No,Low,No
1590,31,72224,23.9,2,7,5,5,Male,Urban,SUV,Yes,Yes,Low,Yes
1591,27,103847,5,1,6,5,1,Male,Urban,Sedan,No,Yes,Low,No
1592,35,90844,29.4,1,5,3,1,Female,Suburban,SUV,Yes,Yes,Low,No
1593,29,89980,5,2,0,2,4,Female,Rural,SUV,Yes,Yes,Low,Yes
1594,51,63733,5,1,9,12,3,Female,Urban,SUV,No,No,Low,No
1595,55,132490,5,1,7,9,5,Male,Urban,Hatchback,Yes,Yes,Low,Yes
1596,61,73500,48.3,2,2,8,4,Male,Urban,SUV,Yes,Yes,Low,No
1597,27,69964,49.4,2,9,18,2,Male,Urban,SUV,No,No,Low,No
1598,66,58607,41,2,12,19,3,Male,Urban,Sedan,Yes,Yes,Low,No
1599,55,80931,5,4,2,2,1,Male,Rural,Sedan,Yes,Yes,Low,No
1600,37,127432,31,2,5,3,4,Female,Suburban,Sedan,Yes,Yes,Low,No
1601,31,53746,55.9,1,7,4,4,Male,Suburban,Sedan,Yes,Yes,Low,No
1602,43,108869,56.8,2,8,12,4,Male,Urban,Sedan,No,No,Medium,No
1603,54,63828,47,2,11,11,3,Female,Urban,Sedan,Yes,Yes,Low,No
1604,35,147974,11.6,1,2,18,4,Female,Urban,SUV,No,Yes,Low,Yes
1605,25,101318,40.5,2,1,0,2,Male,Rural,SUV,Yes,Yes,Low,No
1606,32,86095,5,1,3,5,2,Male,Urban,Truck,Yes,Yes,Low,No
1607,53,55300,42.9,1,10,7,5,Female,Urban,Sedan,Yes,Yes,Low,Yes
1608,40,84701,28.4,1,2,10,3,Male,Urban,SUV,Yes,Yes,Low,No
1609,42,107814,5,1,0,7,3,Male,Suburban,Sedan,Yes,Yes,Low,No
1610,44,81231,58.7,3,3,5,5,Male,Suburban,Hatchback,Yes,No,Low,No
1611,49,87365,22,1,0,8,2,Female,Suburban,Sedan,Yes,Yes,Low,No
1612,61,70905,50.6,2,2,2,3,Female,Rural,SUV,Yes,Yes,Low,No
1613,34,75480,41.1,2,14,12,5,Male,Urban,Sedan,Yes,Yes,Low,Yes
1614,67,84589,37.1,1,6,7,4,Female,Urban,SUV,Yes,No,Low,No
1615,28,113067,37,2,9,4,1,Male,Urban,Sedan,No,Yes,Low,No
1616,36,45926,60,3,7,13,2,Male,Urban,Sedan,No,Yes,Medium,No
1617,31,51146,55.9,2,6,4,3,Female,Suburban,Sedan,No,Yes,Medium,No
1618,66,116799,48.2,2,1,3,2,Male,Rural,SUV,Yes,Yes,Low,No
1619,28,44906,70.5,1,2,9,2,Male,Suburban,Sedan,No,No,Medium,No
1620,55,57194,24.9,2,1,5,1,Male,Suburban,Sedan,Yes,Yes,Low,No
1621,30,66947,29.8,3,2,3,3,Male,Rural,SUV,Yes,No,Low,No
1622,44,102678,64.9,1,1,6,1,Male,Suburban,Truck,Yes,No,Low,No
1623,62,85743,43.7,2,0,3,3,Male,Suburban,Sedan,Yes,Yes,Low,No
1624,67,98396,58.7,3,4,15,3,Male,Urban,SUV,Yes,Yes,Low,No
1625,62,88393,24.8,2,2,2,3,Female,Suburban,Sedan,Yes,Yes,Low,Yes
1626,54,66344,60,3,11,11,3,Female,Urban,SUV,Yes,No,Low,No
1627,55,63637,49.2,2,14,9,4,Female,Urban,Hatchback,No,Yes,Medium,No
1628,49,30000,46.4,2,12,8,2,Male,Urban,Sedan,No,No,Low,No
1629,68,67986,28.9,2,4,4,4,Female,Suburban,Hatchback,Yes,Yes,Low,No
1630,50,30000,28,1,13,19,2,Male,Urban,SUV,No,Yes,Low,No
1631,26,132358,36.4,1,4,9,5,Male,Urban,SUV,Yes,Yes,Low,Yes
1632,42,126680,52.2,1,0,4,3,Male,Suburban,Sedan,Yes,Yes,Low,No
1633,30,77902,57.4,2,11,7,1,Male,Urban,Truck,Yes,Yes,Low,No
1634,32,104573,5,3,2,3,3,Female,Rural,Hatchback,Yes,Yes,Low,Yes
1635,36,91209,58.9,1,0,1,4,Female,Rural,Sedan,Yes,No,Low,No
1636,36,30000,37.4,1,10,15,4,Female,Urban,SUV,Yes,No,Low,No
1637,32,113067,5,2,6,14,1,Male,Urban,Truck,No,No,Low,No
1638,45,82665,5,2,4,4,2,Female,Suburban,Hatchback,Yes,Yes,Low,No
1639,37,121836,47.2,1,14,9,5,Female,Urban,SUV,Yes,No,Low,No
1640,29,92226,5,2,7,2,5,Male,Suburban,Truck,Yes,Yes,Low,Yes
1641,29,89354,27.4,1,10,10,2,Male,Urban,SUV,No,Yes,Low,No
1642,51,67720,59,2,8,9,4,Female,Urban,Hatchback,Yes,Yes,Low,No
1643,62,87712,49.3,1,4,10,5,Male,Urban,Sedan,No,No,Medium,No
1644,67,69396,23.6,1,4,18,4,Male,Urban,Sedan,No,Yes,Medium,Yes
1645,42,81622,55.3,3,11,7,4,Male,Urban,Sedan,Yes,Yes,Low,Yes
1646,43,56825,5,2,2,17,3,Male,Urban,Sedan,No,No,Low,No
1647,37,108152,42.2,2,7,16,1,Male,Urban,SUV,Yes,Yes,Low,No
1648,26,79417,52.3,2,2,0,1,Male,Rural,Sedan,Yes,No,Low,No
1649,47,75953,54.9,1,1,2,3,Male,Suburban,Sedan,Yes,Yes,Low,No
1650,54,104947,58.7,2,2,2,1,Female,Rural,Hatchback,Yes,Yes,Low,No
1651,45,73462,34.5,2,14,14,4,Female,Urban,Sedan,Yes,Yes,Low,No
1652,54,92372,46.7,2,4,12,2,Male,Urban,Sedan,Yes,Yes,Low,No
1653,52,80797,5,2,0,5,1,Male,Suburban,Hatchback,Yes,Yes,Low,No
1654,29,96537,38.8,3,3,11,4,Male,Urban,SUV,No,Yes,Low,Yes
1655,42,30000,5,1,6,4,1,Female,Suburban,SUV,Yes,Yes,Low,No
1656,41,30000,50.5,2,7,1,1,Female,Suburban,SUV,Yes,Yes,Low,No
1657,56,64498,50.9,1,13,7,1,Male,Urban,Sedan,No,No,Medium,No
1658,50,132932,19.4,1,0,0,2,Female,Rural,Hatchback,Yes,Yes,Low,No
1659,41,58922,61.8,1,3,6,1,Male,Urban,SUV,No,Yes,Medium,No
1660,55,102331,5,1,0,2,1,Female,Rural,SUV,Yes,Yes,Low,No
1661,48,88393,17.8,2,2,5,1,Male,Suburban,Sedan,Yes,Yes,Low,No
1662,47,95452,26.4,1,1,1,4,Male,Rural,Hatchback,Yes,Yes,Low,No
1663,68,92897,34.3,2,6,5,4,Other,Suburban,Sedan,Yes,Yes,Low,No
1664,32,123832,49.3,1,5,8,5,Female,Urban,SUV,No,Yes,Low,Yes
1665,52,107418,5,2,3,8,5,Female,Suburban,Sedan,Yes,Yes,Low,Yes
1666,36,64468,30,1,2,14,1,Female,Urban,Truck,Yes,Yes,Low,No
1667,49,94699,16,1,0,2,4,Female,Rural,SUV,Yes,No,Low,No
1668,67,82374,62.3,2,14,6,2,Female,Urban,Sedan,Yes,No,Low,No
1669,40,94814,21.7,1,3,2,1,Female,Suburban,SUV,Yes,No,Low,No
1670,65,74902,49.4,2,6,9,2,Male,Suburban,Sedan,Yes,No,Low,No
1671,66,93683,5,2,4,4,4,Male,Suburban,SUV,Yes,Yes,Low,Yes
1672,53,61790,27.3,1,14,18,1,Female,Urban,Sedan,No,Yes,Low,No
1673,27,83745,36.4,3,3,5,3,Male,Suburban,Truck,Yes,Yes,Low,No
1674,35,96468,19.5,1,5,1,2,Male,Suburban,Sedan,Yes,Yes,Low,No
1675,62,95149,47.9,2,2,8,1,Female,Suburban,SUV,Yes,Yes,Low,No
1676,64,80546,54.1,2,2,1,5,Female,Rural,Hatchback,Yes,Yes,Low,Yes
1677,27,62212,33.4,1,1,2,4,Male,Rural,Sedan,No,No,Medium,No
1678,39,71846,43.8,1,4,7,4,Male,Urban,Truck,No,Yes,Medium,No
1679,41,95621,26.3,1,3,11,5,Female,Urban,Hatchback,Yes,Yes,Low,No
1680,53,111031,43.7,1,13,16,2,Female,Urban,Sedan,Yes,Yes,Low,No
1681,41,52859,41.9,2,13,13,1,Male,Urban,Sedan,No,No,Low,No
1682,26,109294,11,2,6,16,5,Male,Urban,Sedan,Yes,Yes,Low,Yes
1683,62,78418,5,2,1,0,4,Female,Rural,SUV,Yes,Yes,Low,Yes
1684,64,30000,5,1,4,9,4,Female,Suburban,Sedan,Yes,Yes,Low,No
1685,31,102773,34,1,7,3,1,Female,Urban,Sedan,Yes,Yes,Low,No
1686,39,108302,5,1,4,3,2,Female,Suburban,Sedan,Yes,Yes,Low,No
1687,51,132715,48.7,1,0,9,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
1688,38,56522,58.9,1,1,0,2,Male,Rural,Sedan,Yes,No,Low,No
1689,36,130373,36.2,2,0,1,2,Male,Rural,Hatchback,Yes,Yes,Low,No
1690,67,102231,5,3,7,14,5,Female,Urban,SUV,No,No,Low,No
1691,56,157600,50.1,1,5,6,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
1692,60,59845,27.6,2,5,7,5,Female,Suburban,Sedan,Yes,Yes,Low,Yes
1693,39,142687,5,3,2,6,1,Female,Urban,Sedan,No,Yes,Low,No
1694,60,91361,5,2,2,3,3,Female,Rural,SUV,Yes,Yes,Low,No
1695,68,105863,41.4,2,4,6,5,Male,Suburban,Sedan,Yes,Yes,Low,Yes
1696,63,87718,21,1,3,8,3,Male,Suburban,Sedan,No,Yes,Low,No
1697,57,110158,41.2,1,7,3,2,Male,Urban,Sedan,No,Yes,Medium,No
1698,40,83745,45,1,0,3,4,Male,Rural,SUV,Yes,No,Low,No
1699,33,96468,5,2,1,3,3,Male,Rural,Sedan,Yes,Yes,Low,No
1700,50,78720,43.2,1,14,16,3,Female,Urban,Hatchback,No,Yes,Low,No
1701,59,30000,5,3,5,5,2,Female,Suburban,Sedan,Yes,Yes,Low,No
1702,52,94810,53.8,1,4,9,2,Male,Suburban,Hatchback,Yes,Yes,Low,No
1703,45,79595,33.6,2,6,7,1,Female,Suburban,SUV,Yes,Yes,Low,No
1704,59,77364,43.7,2,9,4,1,Male,Urban,Truck,No,No,Medium,No
1705,60,74356,5,1,9,9,4,Female,Urban,Sedan,No,Yes,Low,No
1706,61,30000,41.8,2,0,2,4,Female,Rural,Sedan,Yes,No,Low,No
1707,38,95613,30.1,2,0,3,1,Female,Rural,Sedan,Yes,Yes,Low,No
1708,57,52736,67.6,1,3,1,2,Male,Suburban,SUV,Yes,Yes,Low,No
1709,61,30000,24.7,1,1,3,2,Female,Rural,Sedan,Yes,No,Low,No
1710,69,129990,31.8,2,5,9,2,Female,Suburban,Sedan,Yes,Yes,Low,No
1711,63,62267,5,2,3,16,3,Male,Urban,Sedan,No,No,Low,No
1712,62,49618,23.3,1,3,6,3,Female,Suburban,Sedan,Yes,No,Low,No
1713,66,91607,58.9,2,1,4,3,Female,Suburban,Sedan,Yes,Yes,Low,No
1714,47,100016,57.2,1,5,7,3,Female,Suburban,Hatchback,Yes,No,Low,No
1715,63,118810,17.8,2,4,2,1,Male,Suburban,Truck,No,Yes,Low,No
1716,31,70829,5,1,9,16,3,Other,Urban,SUV,No,Yes,Low,No
1717,34,95950,21,3,9,19,5,Male,Urban,SUV,No,No,Low,No
1718,57,92864,37.4,1,14,6,4,Male,Urban,Sedan,No,No,Low,No
1719,46,151110,39.7,3,2,17,3,Male,Urban,SUV,No,Yes,Low,Yes
1720,59,96588,47.6,1,4,4,1,Male,Suburban,Sedan,No,No,Low,No
1721,29,147723,57.9,3,2,0,2,Male,Rural,Hatchback,Yes,Yes,Low,Yes
1722,52,97120,5,2,0,1,5,Male,Rural,SUV,Yes,Yes,Low,Yes
1723,38,74481,5,1,0,3,5,Female,Suburban,Sedan,No,No,Medium,No
1724,31,30000,36.9,2,6,11,3,Female,Urban,SUV,No,Yes,Low,No
1725,54,30000,40.2,2,6,13,1,Female,Urban,Sedan,No,Yes,Low,No
1726,36,91412,45.6,2,5,6,1,Male,Suburban,Hatchback,No,No,Medium,No
1727,46,146677,5.6,2,1,2,1,Male,Rural,Sedan,Yes,Yes,Low,No
1728,32,102589,32.7,3,2,6,5,Male,Suburban,Truck,Yes,Yes,Low,Yes
1729,36,94493,45.2,1,0,1,1,Male,Rural,Truck,Yes,Yes,Low,No
1730,67,66514,40.3,3,4,12,4,Male,Urban,Sedan,No,No,Medium,No
1731,50,30000,19.8,1,0,0,2,Male,Rural,Sedan,Yes,Yes,Low,No
1732,55,72760,5,1,7,6,4,Female,Suburban,Sedan,Yes,No,Low,No
1733,49,105718,36.8,2,2,2,4,Female,Rural,SUV,Yes,Yes,Low,Yes
1734,40,47784,33.3,3,8,16,4,Male,Urban,Sedan,No,Yes,Low,No
1735,49,49434,32.3,1,3,4,2,Female,Suburban,SUV,No,Yes,High,No
1736,46,59841,34.3,1,9,12,5,Female,Urban,SUV,Yes,Yes,Low,No
1737,61,125699,75.1,1,2,10,3,Female,Urban,Hatchback,No,Yes,Medium,No
1738,69,30000,45.7,3,8,4,1,Male,Urban,SUV,No,Yes,Medium,No
1739,58,47784,52.3,2,3,8,5,Female,Urban,Sedan,No,No,Low,No
1740,39,104763,45.1,3,8,19,4,Male,Urban,SUV,No,No,Low,No
1741,53,46781,52,1,5,15,4,Male,Urban,Truck,No,Yes,Low,No
1742,62,87877,63.2,1,6,5,1,Male,Urban,SUV,Yes,Yes,Low,No
1743,39,131789,50.8,3,9,16,4,Female,Urban,Sedan,No,No,Medium,No
1744,55,132982,28.9,2,2,2,4,Male,Rural,SUV,Yes,Yes,Low,No
1745,53,30000,5,1,6,1,3,Male,Suburban,SUV,Yes,Yes,Low,No
1746,47,67839,35.7,2,9,16,2,Female,Urban,SUV,No,No,Low,No
1747,67,95938,5,2,13,5,1,Male,Urban,Sedan,No,No,Low,No
1748,30,74541,65.5,1,3,2,1,Male,Suburban,Sedan,No,Yes,Medium,No
1749,48,87801,52.5,1,2,1,2,Female,Rural,Sedan,Yes,Yes,Low,No
1750,62,65003,5,2,11,14,2,Male,Urban,SUV,No,No,Low,No
1751,53,85132,42.8,1,13,4,1,Male,Urban,SUV,Yes,Yes,Low,No
1752,42,30000,39.5,2,3,8,4,Male,Suburban,SUV,Yes,No,Low,No
1753,69,84555,41.5,1,4,6,5,Male,Suburban,Sedan,Yes,Yes,Low,Yes
1754,25,152758,42.9,1,6,3,5,Female,Suburban,Sedan,Yes,Yes,Low,Yes
1755,48,68719,37,3,13,19,4,Male,Urban,Hatchback,Yes,Yes,Low,Yes
1756,27,79524,5,1,1,5,5,Male,Suburban,Sedan,No,Yes,Medium,No
1757,28,76537,46,2,7,16,3,Female,Urban,Hatchback,No,Yes,Low,Yes
1758,41,95197,5,2,0,2,1,Male,Rural,Hatchback,Yes,No,Low,No
1759,37,30000,5,2,8,9,3,Female,Urban,Sedan,No,No,Low,No
1760,37,84578,5,1,0,7,4,Female,Suburban,SUV,Yes,Yes,Low,Yes
1761,41,46905,5,1,7,8,1,Female,Urban,Truck,No,No,Low,No
1762,55,73513,29.8,3,3,6,3,Male,Suburban,Hatchback,Yes,No,Low,No
1763,53,72317,45.1,1,2,11,3,Male,Urban,Hatchback,Yes,No,Low,No
1764,40,63435,47,1,5,14,2,Male,Urban,SUV,Yes,Yes,Low,No
1765,37,94560,5,1,2,12,3,Male,Urban,SUV,Yes,Yes,Low,Yes
1766,61,82832,47.2,2,2,6,4,Male,Urban,Sedan,Yes,Yes,Low,No
1767,46,77922,38,1,2,1,3,Female,Rural,Sedan,Yes,No,Low,No
1768,60,30000,32.7,2,3,11,2,Female,Urban,Sedan,Yes,Yes,Low,No
1769,39,30000,38.9,2,14,4,4,Female,Urban,Hatchback,No,No,Low,No
1770,40,44767,38.3,1,2,0,5,Male,Rural,Hatchback,Yes,Yes,Low,No
